fid,Year,Geography code,Geography name,Cancer Type,Age 00 to 24,Age 25 to 49,Age 50 to 59,Age 60 to 69,Age 70 to 79,Age 80 and over,Total Incidence,ICB
98,2019,E07000074,Maldon,Bladder,0,0,1,4,11,7,46,Essex
98,2019,E07000074,Maldon,Blood cancer,2,3,5,9,26,15,120,Essex
98,2019,E07000074,Maldon,Bowel,0,2,9,10,26,17,128,Essex
98,2019,E07000074,Maldon,Brain,1,4,1,5,2,2,30,Essex
98,2019,E07000074,Maldon,Head and neck,0,0,4,3,5,0,24,Essex
98,2019,E07000074,Maldon,Kidney,1,0,4,7,3,1,32,Essex
98,2019,E07000074,Maldon,Liver and biliary tract,0,0,0,1,7,3,22,Essex
98,2019,E07000074,Maldon,Lung,1,1,0,6,24,13,90,Essex
98,2019,E07000074,Maldon,Pancreas,0,0,0,3,8,5,32,Essex
98,2019,E07000074,Maldon,Skin cancer,1,18,30,81,145,142,834,Essex
99,2019,E07000075,Rochford,Bladder,0,2,3,1,14,11,62,Essex
99,2019,E07000075,Rochford,Blood cancer,3,5,3,9,20,22,124,Essex
99,2019,E07000075,Rochford,Bowel,0,6,7,9,30,27,158,Essex
99,2019,E07000075,Rochford,Brain,1,1,4,3,8,2,38,Essex
99,2019,E07000075,Rochford,Head and neck,1,1,5,5,3,2,34,Essex
99,2019,E07000075,Rochford,Kidney,1,4,2,8,5,2,44,Essex
99,2019,E07000075,Rochford,Liver and biliary tract,0,0,2,3,6,5,32,Essex
99,2019,E07000075,Rochford,Lung,0,2,5,20,37,14,156,Essex
99,2019,E07000075,Rochford,Pancreas,0,1,1,5,4,5,32,Essex
99,2019,E07000075,Rochford,Skin cancer,2,29,42,84,216,194,1134,Essex
100,2019,E07000076,Tendring,Bladder,0,3,4,9,36,26,156,Essex
100,2019,E07000076,Tendring,Blood cancer,2,13,16,37,53,49,340,Essex
100,2019,E07000076,Tendring,Bowel,0,3,14,30,44,49,280,Essex
100,2019,E07000076,Tendring,Brain,0,6,4,7,7,6,60,Essex
100,2019,E07000076,Tendring,Head and neck,0,7,4,11,16,7,90,Essex
100,2019,E07000076,Tendring,Kidney,0,2,7,12,14,11,92,Essex
100,2019,E07000076,Tendring,Liver and biliary tract,0,0,0,1,10,11,44,Essex
100,2019,E07000076,Tendring,Lung,0,1,13,37,66,47,328,Essex
100,2019,E07000076,Tendring,Pancreas,0,1,2,12,12,9,72,Essex
100,2019,E07000076,Tendring,Skin cancer,0,19,64,143,325,378,1858,Essex
101,2019,E07000077,Uttlesford,Bladder,0,0,0,4,9,7,40,Essex
101,2019,E07000077,Uttlesford,Blood cancer,3,3,5,8,18,24,122,Essex
101,2019,E07000077,Uttlesford,Bowel,0,2,7,8,23,20,120,Essex
101,2019,E07000077,Uttlesford,Brain,1,3,6,2,4,3,38,Essex
101,2019,E07000077,Uttlesford,Head and neck,0,2,3,5,2,1,26,Essex
101,2019,E07000077,Uttlesford,Kidney,0,2,1,6,4,2,30,Essex
101,2019,E07000077,Uttlesford,Liver and biliary tract,0,0,0,1,7,4,24,Essex
101,2019,E07000077,Uttlesford,Lung,0,0,3,16,17,18,108,Essex
101,2019,E07000077,Uttlesford,Pancreas,1,1,5,2,9,3,42,Essex
101,2019,E07000077,Uttlesford,Skin cancer,0,37,50,78,162,138,930,Essex
119,2019,E07000095,Broxbourne,Bladder,0,5,3,6,16,15,90,Central East
119,2019,E07000095,Broxbourne,Blood cancer,1,6,12,15,22,25,162,Central East
119,2019,E07000095,Broxbourne,Bowel,0,9,7,13,28,25,164,Central East
119,2019,E07000095,Broxbourne,Brain,3,5,2,5,0,4,38,Central East
119,2019,E07000095,Broxbourne,Head and neck,0,0,6,7,2,2,34,Central East
119,2019,E07000095,Broxbourne,Kidney,0,0,3,6,3,6,36,Central East
119,2019,E07000095,Broxbourne,Liver and biliary tract,0,0,2,2,0,6,20,Central East
119,2019,E07000095,Broxbourne,Lung,0,0,9,15,20,19,126,Central East
119,2019,E07000095,Broxbourne,Pancreas,0,0,3,1,5,4,26,Central East
119,2019,E07000095,Broxbourne,Skin cancer,0,22,41,69,132,167,862,Central East
120,2019,E07000096,Dacorum,Bladder,0,1,8,8,16,20,106,Central East
120,2019,E07000096,Dacorum,Blood cancer,6,11,13,14,31,19,188,Central East
120,2019,E07000096,Dacorum,Bowel,0,3,12,18,25,32,180,Central East
120,2019,E07000096,Dacorum,Brain,2,7,7,0,2,5,46,Central East
120,2019,E07000096,Dacorum,Head and neck,0,2,3,11,5,4,50,Central East
120,2019,E07000096,Dacorum,Kidney,0,2,2,9,6,4,46,Central East
120,2019,E07000096,Dacorum,Liver and biliary tract,0,0,0,5,3,3,22,Central East
120,2019,E07000096,Dacorum,Lung,0,7,4,23,34,32,200,Central East
120,2019,E07000096,Dacorum,Pancreas,1,0,1,7,8,6,46,Central East
120,2019,E07000096,Dacorum,Skin cancer,0,37,78,121,195,282,1426,Central East
121,2019,E07000098,Hertsmere,Bladder,0,0,1,9,16,11,74,Central East
121,2019,E07000098,Hertsmere,Blood cancer,1,4,18,11,23,18,150,Central East
121,2019,E07000098,Hertsmere,Bowel,0,4,14,5,22,17,124,Central East
121,2019,E07000098,Hertsmere,Brain,1,2,0,1,1,6,22,Central East
121,2019,E07000098,Hertsmere,Head and neck,0,3,2,3,2,0,20,Central East
121,2019,E07000098,Hertsmere,Kidney,0,3,2,4,8,3,40,Central East
121,2019,E07000098,Hertsmere,Liver and biliary tract,0,3,2,4,6,7,44,Central East
121,2019,E07000098,Hertsmere,Lung,0,5,6,18,24,28,162,Central East
121,2019,E07000098,Hertsmere,Pancreas,0,0,1,3,11,6,42,Central East
121,2019,E07000098,Hertsmere,Skin cancer,0,27,42,57,152,157,870,Central East
122,2019,E07000099,North Hertfordshire,Bladder,0,3,3,10,17,12,90,Central East
122,2019,E07000099,North Hertfordshire,Blood cancer,3,4,11,23,25,27,186,Central East
122,2019,E07000099,North Hertfordshire,Bowel,1,7,12,24,32,25,202,Central East
122,2019,E07000099,North Hertfordshire,Brain,1,4,4,2,2,3,32,Central East
122,2019,E07000099,North Hertfordshire,Head and neck,0,3,4,8,3,3,42,Central East
122,2019,E07000099,North Hertfordshire,Kidney,0,2,3,8,3,4,40,Central East
122,2019,E07000099,North Hertfordshire,Liver and biliary tract,0,2,2,3,7,9,46,Central East
122,2019,E07000099,North Hertfordshire,Lung,0,1,4,21,23,13,124,Central East
122,2019,E07000099,North Hertfordshire,Pancreas,0,0,1,5,12,7,50,Central East
122,2019,E07000099,North Hertfordshire,Skin cancer,1,40,57,97,198,206,1198,Central East
123,2019,E07000102,Three Rivers,Bladder,0,1,2,3,10,12,56,Central East
123,2019,E07000102,Three Rivers,Blood cancer,3,5,3,5,18,16,100,Central East
123,2019,E07000102,Three Rivers,Bowel,0,2,7,11,15,17,104,Central East
123,2019,E07000102,Three Rivers,Brain,3,0,2,1,1,3,20,Central East
123,2019,E07000102,Three Rivers,Head and neck,0,2,2,3,5,2,28,Central East
123,2019,E07000102,Three Rivers,Kidney,0,0,2,4,5,7,36,Central East
123,2019,E07000102,Three Rivers,Liver and biliary tract,0,0,1,3,2,3,18,Central East
123,2019,E07000102,Three Rivers,Lung,0,0,4,17,20,17,116,Central East
123,2019,E07000102,Three Rivers,Pancreas,0,0,2,2,5,5,28,Central East
123,2019,E07000102,Three Rivers,Skin cancer,0,24,59,85,151,177,992,Central East
124,2019,E07000103,Watford,Bladder,0,1,1,1,8,10,42,Central East
124,2019,E07000103,Watford,Blood cancer,4,4,4,9,20,14,110,Central East
124,2019,E07000103,Watford,Bowel,0,6,4,12,11,15,96,Central East
124,2019,E07000103,Watford,Brain,0,6,1,4,1,0,24,Central East
124,2019,E07000103,Watford,Head and neck,0,0,4,6,4,0,28,Central East
124,2019,E07000103,Watford,Kidney,0,1,2,5,3,1,24,Central East
124,2019,E07000103,Watford,Liver and biliary tract,0,1,1,5,5,3,30,Central East
124,2019,E07000103,Watford,Lung,0,2,5,11,19,14,102,Central East
124,2019,E07000103,Watford,Pancreas,0,0,2,3,1,9,30,Central East
124,2019,E07000103,Watford,Skin cancer,0,14,30,45,84,103,552,Central East
163,2019,E07000143,Breckland,Bladder,0,2,8,7,33,17,134,Norfolk and Suffolk
163,2019,E07000143,Breckland,Blood cancer,2,5,12,16,45,23,206,Norfolk and Suffolk
163,2019,E07000143,Breckland,Bowel,0,4,15,27,41,38,250,Norfolk and Suffolk
163,2019,E07000143,Breckland,Brain,3,4,7,6,5,7,64,Norfolk and Suffolk
163,2019,E07000143,Breckland,Head and neck,0,2,8,9,8,6,66,Norfolk and Suffolk
163,2019,E07000143,Breckland,Kidney,0,2,1,7,6,6,44,Norfolk and Suffolk
163,2019,E07000143,Breckland,Liver and biliary tract,0,0,0,9,9,11,58,Norfolk and Suffolk
163,2019,E07000143,Breckland,Lung,0,0,8,23,39,32,204,Norfolk and Suffolk
163,2019,E07000143,Breckland,Pancreas,0,2,4,5,8,5,48,Norfolk and Suffolk
163,2019,E07000143,Breckland,Skin cancer,0,25,54,122,252,259,1424,Norfolk and Suffolk
164,2019,E07000144,Broadland,Bladder,0,3,4,6,12,20,90,Norfolk and Suffolk
164,2019,E07000144,Broadland,Blood cancer,3,5,17,21,36,46,256,Norfolk and Suffolk
164,2019,E07000144,Broadland,Bowel,0,4,8,21,38,35,212,Norfolk and Suffolk
164,2019,E07000144,Broadland,Brain,1,6,5,6,9,4,62,Norfolk and Suffolk
164,2019,E07000144,Broadland,Head and neck,0,0,6,6,7,4,46,Norfolk and Suffolk
164,2019,E07000144,Broadland,Kidney,0,1,1,7,7,8,48,Norfolk and Suffolk
164,2019,E07000144,Broadland,Liver and biliary tract,0,0,2,3,12,5,44,Norfolk and Suffolk
164,2019,E07000144,Broadland,Lung,0,0,5,13,30,32,160,Norfolk and Suffolk
164,2019,E07000144,Broadland,Pancreas,0,0,3,4,10,9,52,Norfolk and Suffolk
164,2019,E07000144,Broadland,Skin cancer,0,41,57,110,226,280,1428,Norfolk and Suffolk
165,2019,E07000145,Great Yarmouth,Bladder,0,1,3,10,9,18,82,Norfolk and Suffolk
165,2019,E07000145,Great Yarmouth,Blood cancer,3,3,7,16,20,18,134,Norfolk and Suffolk
165,2019,E07000145,Great Yarmouth,Bowel,0,2,11,12,24,27,152,Norfolk and Suffolk
165,2019,E07000145,Great Yarmouth,Brain,5,5,2,2,1,3,36,Norfolk and Suffolk
165,2019,E07000145,Great Yarmouth,Head and neck,0,2,3,9,6,1,42,Norfolk and Suffolk
165,2019,E07000145,Great Yarmouth,Kidney,1,0,3,5,4,3,32,Norfolk and Suffolk
165,2019,E07000145,Great Yarmouth,Liver and biliary tract,0,0,2,3,9,7,42,Norfolk and Suffolk
165,2019,E07000145,Great Yarmouth,Lung,0,0,12,31,51,29,246,Norfolk and Suffolk
165,2019,E07000145,Great Yarmouth,Pancreas,1,0,5,5,11,6,56,Norfolk and Suffolk
165,2019,E07000145,Great Yarmouth,Skin cancer,0,16,40,60,165,197,956,Norfolk and Suffolk
166,2019,E07000146,King's Lynn and West Norfolk,Bladder,0,4,7,13,33,19,152,Norfolk and Suffolk
166,2019,E07000146,King's Lynn and West Norfolk,Blood cancer,5,6,17,17,40,29,228,Norfolk and Suffolk
166,2019,E07000146,King's Lynn and West Norfolk,Bowel,0,4,9,26,56,34,258,Norfolk and Suffolk
166,2019,E07000146,King's Lynn and West Norfolk,Brain,3,7,8,5,16,4,86,Norfolk and Suffolk
166,2019,E07000146,King's Lynn and West Norfolk,Head and neck,1,7,7,12,10,2,78,Norfolk and Suffolk
166,2019,E07000146,King's Lynn and West Norfolk,Kidney,0,2,2,10,11,5,60,Norfolk and Suffolk
166,2019,E07000146,King's Lynn and West Norfolk,Liver and biliary tract,0,1,1,6,9,6,46,Norfolk and Suffolk
166,2019,E07000146,King's Lynn and West Norfolk,Lung,0,2,13,24,40,25,208,Norfolk and Suffolk
166,2019,E07000146,King's Lynn and West Norfolk,Pancreas,0,0,6,13,15,17,102,Norfolk and Suffolk
166,2019,E07000146,King's Lynn and West Norfolk,Skin cancer,1,29,72,138,261,343,1688,Norfolk and Suffolk
167,2019,E07000147,North Norfolk,Bladder,0,1,6,19,17,18,122,Norfolk and Suffolk
167,2019,E07000147,North Norfolk,Blood cancer,2,6,13,34,44,31,260,Norfolk and Suffolk
167,2019,E07000147,North Norfolk,Bowel,0,2,5,15,44,46,224,Norfolk and Suffolk
167,2019,E07000147,North Norfolk,Brain,3,5,1,5,9,7,60,Norfolk and Suffolk
167,2019,E07000147,North Norfolk,Head and neck,0,2,5,11,10,5,66,Norfolk and Suffolk
167,2019,E07000147,North Norfolk,Kidney,0,3,2,4,10,10,58,Norfolk and Suffolk
167,2019,E07000147,North Norfolk,Liver and biliary tract,0,2,5,1,7,5,40,Norfolk and Suffolk
167,2019,E07000147,North Norfolk,Lung,0,2,9,16,41,44,224,Norfolk and Suffolk
167,2019,E07000147,North Norfolk,Pancreas,0,1,1,9,8,9,56,Norfolk and Suffolk
167,2019,E07000147,North Norfolk,Skin cancer,0,30,55,107,226,283,1402,Norfolk and Suffolk
168,2019,E07000148,Norwich,Bladder,0,1,1,7,18,11,76,Norfolk and Suffolk
168,2019,E07000148,Norwich,Blood cancer,3,8,11,19,28,29,196,Norfolk and Suffolk
168,2019,E07000148,Norwich,Bowel,1,4,9,17,12,29,144,Norfolk and Suffolk
168,2019,E07000148,Norwich,Brain,0,6,2,7,2,5,44,Norfolk and Suffolk
168,2019,E07000148,Norwich,Head and neck,0,2,8,4,6,7,54,Norfolk and Suffolk
168,2019,E07000148,Norwich,Kidney,0,2,3,11,9,3,56,Norfolk and Suffolk
168,2019,E07000148,Norwich,Liver and biliary tract,0,0,1,7,9,7,48,Norfolk and Suffolk
168,2019,E07000148,Norwich,Lung,0,2,12,20,28,29,182,Norfolk and Suffolk
168,2019,E07000148,Norwich,Pancreas,0,1,2,5,7,7,44,Norfolk and Suffolk
168,2019,E07000148,Norwich,Skin cancer,1,26,47,68,134,163,878,Norfolk and Suffolk
169,2019,E07000149,South Norfolk,Bladder,0,3,1,5,22,16,94,Norfolk and Suffolk
169,2019,E07000149,South Norfolk,Blood cancer,5,5,10,19,35,31,210,Norfolk and Suffolk
169,2019,E07000149,South Norfolk,Bowel,0,4,6,18,34,39,202,Norfolk and Suffolk
169,2019,E07000149,South Norfolk,Brain,2,5,8,7,8,5,70,Norfolk and Suffolk
169,2019,E07000149,South Norfolk,Head and neck,0,1,9,11,8,1,60,Norfolk and Suffolk
169,2019,E07000149,South Norfolk,Kidney,0,3,4,7,8,5,54,Norfolk and Suffolk
169,2019,E07000149,South Norfolk,Liver and biliary tract,0,0,3,10,7,9,58,Norfolk and Suffolk
169,2019,E07000149,South Norfolk,Lung,0,1,8,17,35,30,182,Norfolk and Suffolk
169,2019,E07000149,South Norfolk,Pancreas,0,2,3,8,13,12,76,Norfolk and Suffolk
169,2019,E07000149,South Norfolk,Skin cancer,0,30,70,125,249,289,1526,Norfolk and Suffolk
190,2019,E07000200,Babergh,Bladder,0,2,2,2,17,11,68,Norfolk and Suffolk
190,2019,E07000200,Babergh,Blood cancer,2,2,7,10,25,20,132,Norfolk and Suffolk
190,2019,E07000200,Babergh,Bowel,0,2,9,21,41,28,202,Norfolk and Suffolk
190,2019,E07000200,Babergh,Brain,0,0,2,1,5,4,24,Norfolk and Suffolk
190,2019,E07000200,Babergh,Head and neck,0,2,2,6,3,3,32,Norfolk and Suffolk
190,2019,E07000200,Babergh,Kidney,0,2,5,6,5,2,40,Norfolk and Suffolk
190,2019,E07000200,Babergh,Liver and biliary tract,1,1,0,4,8,6,40,Norfolk and Suffolk
190,2019,E07000200,Babergh,Lung,0,4,3,8,26,16,114,Norfolk and Suffolk
190,2019,E07000200,Babergh,Pancreas,0,0,0,5,9,2,32,Norfolk and Suffolk
190,2019,E07000200,Babergh,Skin cancer,1,18,40,100,174,206,1078,Norfolk and Suffolk
191,2019,E07000202,Ipswich,Bladder,0,3,3,14,11,13,88,Norfolk and Suffolk
191,2019,E07000202,Ipswich,Blood cancer,3,13,12,19,28,34,218,Norfolk and Suffolk
191,2019,E07000202,Ipswich,Bowel,0,11,13,17,30,27,196,Norfolk and Suffolk
191,2019,E07000202,Ipswich,Brain,3,4,3,4,4,4,44,Norfolk and Suffolk
191,2019,E07000202,Ipswich,Head and neck,0,5,6,13,5,1,60,Norfolk and Suffolk
191,2019,E07000202,Ipswich,Kidney,1,2,6,7,8,3,54,Norfolk and Suffolk
191,2019,E07000202,Ipswich,Liver and biliary tract,0,0,1,4,2,2,18,Norfolk and Suffolk
191,2019,E07000202,Ipswich,Lung,0,3,5,25,30,22,170,Norfolk and Suffolk
191,2019,E07000202,Ipswich,Pancreas,1,0,2,3,8,1,30,Norfolk and Suffolk
191,2019,E07000202,Ipswich,Skin cancer,0,18,36,84,125,195,916,Norfolk and Suffolk
192,2019,E07000203,Mid Suffolk,Bladder,0,0,6,12,25,17,120,Norfolk and Suffolk
192,2019,E07000203,Mid Suffolk,Blood cancer,3,6,8,13,31,24,170,Norfolk and Suffolk
192,2019,E07000203,Mid Suffolk,Bowel,0,0,10,19,32,34,190,Norfolk and Suffolk
192,2019,E07000203,Mid Suffolk,Brain,0,3,5,5,8,4,50,Norfolk and Suffolk
192,2019,E07000203,Mid Suffolk,Head and neck,0,3,9,6,5,1,48,Norfolk and Suffolk
192,2019,E07000203,Mid Suffolk,Kidney,0,2,5,3,7,5,44,Norfolk and Suffolk
192,2019,E07000203,Mid Suffolk,Liver and biliary tract,0,1,0,3,5,1,20,Norfolk and Suffolk
192,2019,E07000203,Mid Suffolk,Lung,0,0,3,14,20,21,116,Norfolk and Suffolk
192,2019,E07000203,Mid Suffolk,Pancreas,0,0,2,10,4,3,38,Norfolk and Suffolk
192,2019,E07000203,Mid Suffolk,Skin cancer,1,13,49,99,213,202,1154,Norfolk and Suffolk
222,2019,E07000240,St Albans,Bladder,0,0,0,9,15,22,92,Central East
222,2019,E07000240,St Albans,Blood cancer,3,13,8,18,27,32,202,Central East
222,2019,E07000240,St Albans,Bowel,0,8,16,16,26,32,196,Central East
222,2019,E07000240,St Albans,Brain,0,3,5,3,4,3,36,Central East
222,2019,E07000240,St Albans,Head and neck,0,2,6,2,5,1,32,Central East
222,2019,E07000240,St Albans,Kidney,0,1,3,7,6,5,44,Central East
222,2019,E07000240,St Albans,Liver and biliary tract,0,1,4,0,8,7,40,Central East
222,2019,E07000240,St Albans,Lung,0,0,5,12,20,23,120,Central East
222,2019,E07000240,St Albans,Pancreas,0,1,0,9,10,9,58,Central East
222,2019,E07000240,St Albans,Skin cancer,0,39,75,101,191,285,1382,Central East
223,2019,E07000241,Welwyn Hatfield,Bladder,0,1,3,6,11,7,56,Central East
223,2019,E07000241,Welwyn Hatfield,Blood cancer,1,9,13,18,25,22,176,Central East
223,2019,E07000241,Welwyn Hatfield,Bowel,0,1,8,19,21,20,138,Central East
223,2019,E07000241,Welwyn Hatfield,Brain,2,2,2,5,3,2,32,Central East
223,2019,E07000241,Welwyn Hatfield,Head and neck,0,1,2,1,1,2,14,Central East
223,2019,E07000241,Welwyn Hatfield,Kidney,0,3,4,2,8,5,44,Central East
223,2019,E07000241,Welwyn Hatfield,Liver and biliary tract,0,1,4,0,4,6,30,Central East
223,2019,E07000241,Welwyn Hatfield,Lung,0,2,8,13,29,23,150,Central East
223,2019,E07000241,Welwyn Hatfield,Pancreas,0,2,3,6,6,3,40,Central East
223,2019,E07000241,Welwyn Hatfield,Skin cancer,1,18,42,63,129,179,864,Central East
224,2019,E07000242,East Hertfordshire,Bladder,0,4,1,7,23,22,114,Central East
224,2019,E07000242,East Hertfordshire,Blood cancer,2,11,10,19,29,27,196,Central East
224,2019,E07000242,East Hertfordshire,Bowel,0,7,8,19,32,33,198,Central East
224,2019,E07000242,East Hertfordshire,Brain,5,5,8,0,3,4,50,Central East
224,2019,E07000242,East Hertfordshire,Head and neck,0,2,10,6,8,2,56,Central East
224,2019,E07000242,East Hertfordshire,Kidney,0,1,3,6,4,7,42,Central East
224,2019,E07000242,East Hertfordshire,Liver and biliary tract,0,0,4,2,7,4,34,Central East
224,2019,E07000242,East Hertfordshire,Lung,0,1,4,15,23,21,128,Central East
224,2019,E07000242,East Hertfordshire,Pancreas,0,1,2,9,13,9,68,Central East
224,2019,E07000242,East Hertfordshire,Skin cancer,0,42,74,133,242,215,1412,Central East
225,2019,E07000243,Stevenage,Bladder,0,1,5,6,8,7,54,Central East
225,2019,E07000243,Stevenage,Blood cancer,1,4,8,12,14,18,114,Central East
225,2019,E07000243,Stevenage,Bowel,0,3,11,11,11,17,106,Central East
225,2019,E07000243,Stevenage,Brain,2,4,3,1,1,2,26,Central East
225,2019,E07000243,Stevenage,Head and neck,0,2,1,4,1,2,20,Central East
225,2019,E07000243,Stevenage,Kidney,0,2,1,11,5,4,46,Central East
225,2019,E07000243,Stevenage,Liver and biliary tract,0,1,1,2,1,2,14,Central East
225,2019,E07000243,Stevenage,Lung,0,3,3,13,23,16,116,Central East
225,2019,E07000243,Stevenage,Pancreas,0,0,1,2,4,4,22,Central East
225,2019,E07000243,Stevenage,Skin cancer,0,21,36,69,91,98,630,Central East
226,2019,E07000244,East Suffolk,Bladder,0,5,8,20,45,46,248,Norfolk and Suffolk
226,2019,E07000244,East Suffolk,Blood cancer,4,8,25,49,76,65,454,Norfolk and Suffolk
226,2019,E07000244,East Suffolk,Bowel,0,7,32,51,86,70,492,Norfolk and Suffolk
226,2019,E07000244,East Suffolk,Brain,2,7,13,9,16,9,112,Norfolk and Suffolk
226,2019,E07000244,East Suffolk,Head and neck,0,6,8,17,15,2,96,Norfolk and Suffolk
226,2019,E07000244,East Suffolk,Kidney,0,0,9,17,16,18,120,Norfolk and Suffolk
226,2019,E07000244,East Suffolk,Liver and biliary tract,0,2,2,8,15,6,66,Norfolk and Suffolk
226,2019,E07000244,East Suffolk,Lung,0,7,18,52,81,57,430,Norfolk and Suffolk
226,2019,E07000244,East Suffolk,Pancreas,0,1,8,7,22,20,116,Norfolk and Suffolk
226,2019,E07000244,East Suffolk,Skin cancer,0,51,101,214,487,578,2862,Norfolk and Suffolk
227,2019,E07000245,West Suffolk,Bladder,0,4,3,13,25,27,144,Norfolk and Suffolk
227,2019,E07000245,West Suffolk,Blood cancer,4,6,16,24,39,33,244,Norfolk and Suffolk
227,2019,E07000245,West Suffolk,Bowel,0,4,7,24,46,50,262,Norfolk and Suffolk
227,2019,E07000245,West Suffolk,Brain,2,7,6,2,7,8,64,Norfolk and Suffolk
227,2019,E07000245,West Suffolk,Head and neck,0,2,5,11,9,3,60,Norfolk and Suffolk
227,2019,E07000245,West Suffolk,Kidney,0,1,4,5,12,4,52,Norfolk and Suffolk
227,2019,E07000245,West Suffolk,Liver and biliary tract,0,0,5,2,8,11,52,Norfolk and Suffolk
227,2019,E07000245,West Suffolk,Lung,0,3,11,28,61,27,260,Norfolk and Suffolk
227,2019,E07000245,West Suffolk,Pancreas,0,0,1,8,10,12,62,Norfolk and Suffolk
227,2019,E07000245,West Suffolk,Skin cancer,1,52,69,156,293,302,1746,Norfolk and Suffolk
29,2020,E06000031,Peterborough,Bladder,0,2,2,15,15,18,104,Central East
29,2020,E06000031,Peterborough,Blood cancer,4,16,8,18,29,23,196,Central East
29,2020,E06000031,Peterborough,Bowel,0,3,12,34,24,34,214,Central East
29,2020,E06000031,Peterborough,Brain,2,5,7,1,6,5,52,Central East
29,2020,E06000031,Peterborough,Head and neck,0,2,10,14,6,0,64,Central East
29,2020,E06000031,Peterborough,Kidney,1,1,6,4,7,4,46,Central East
29,2020,E06000031,Peterborough,Liver and biliary tract,0,1,1,10,8,2,44,Central East
29,2020,E06000031,Peterborough,Lung,0,4,20,35,51,30,280,Central East
29,2020,E06000031,Peterborough,Pancreas,0,0,1,4,4,4,26,Central East
29,2020,E06000031,Peterborough,Skin cancer,0,34,45,96,164,192,1062,Central East
30,2020,E06000032,Luton,Bladder,0,2,8,15,12,16,106,Central East
30,2020,E06000032,Luton,Blood cancer,5,16,12,23,19,28,206,Central East
30,2020,E06000032,Luton,Bowel,0,8,13,26,22,25,188,Central East
30,2020,E06000032,Luton,Brain,3,7,4,8,7,6,70,Central East
30,2020,E06000032,Luton,Head and neck,0,1,4,12,4,3,48,Central East
30,2020,E06000032,Luton,Kidney,0,4,3,8,2,5,44,Central East
30,2020,E06000032,Luton,Liver and biliary tract,1,0,4,6,14,6,62,Central East
30,2020,E06000032,Luton,Lung,0,3,9,21,24,32,178,Central East
30,2020,E06000032,Luton,Pancreas,0,0,2,4,9,7,44,Central East
30,2020,E06000032,Luton,Skin cancer,0,18,21,43,104,121,614,Central East
31,2020,E06000033,Southend-on-Sea,Bladder,0,4,6,13,23,19,130,Essex
31,2020,E06000033,Southend-on-Sea,Blood cancer,3,15,14,28,52,28,280,Essex
31,2020,E06000033,Southend-on-Sea,Bowel,0,6,21,22,47,32,256,Essex
31,2020,E06000033,Southend-on-Sea,Brain,4,5,8,6,9,4,72,Essex
31,2020,E06000033,Southend-on-Sea,Head and neck,0,5,6,8,11,4,68,Essex
31,2020,E06000033,Southend-on-Sea,Kidney,0,1,4,6,14,5,60,Essex
31,2020,E06000033,Southend-on-Sea,Liver and biliary tract,0,2,2,2,4,5,30,Essex
31,2020,E06000033,Southend-on-Sea,Lung,0,3,11,24,49,36,246,Essex
31,2020,E06000033,Southend-on-Sea,Pancreas,0,1,4,6,11,10,64,Essex
31,2020,E06000033,Southend-on-Sea,Skin cancer,2,42,73,112,246,274,1498,Essex
32,2020,E06000034,Thurrock,Bladder,0,0,3,6,14,10,66,Essex
32,2020,E06000034,Thurrock,Blood cancer,7,12,11,14,31,22,194,Essex
32,2020,E06000034,Thurrock,Bowel,0,4,11,21,24,18,156,Essex
32,2020,E06000034,Thurrock,Brain,2,5,0,3,4,1,30,Essex
32,2020,E06000034,Thurrock,Head and neck,1,5,7,10,4,1,56,Essex
32,2020,E06000034,Thurrock,Kidney,1,1,5,9,4,4,48,Essex
32,2020,E06000034,Thurrock,Liver and biliary tract,0,0,2,5,11,9,54,Essex
32,2020,E06000034,Thurrock,Lung,0,4,11,17,54,28,228,Essex
32,2020,E06000034,Thurrock,Pancreas,0,3,3,2,13,5,52,Essex
32,2020,E06000034,Thurrock,Skin cancer,0,52,65,105,174,198,1188,Essex
52,2020,E06000055,Bedford,Bladder,0,1,4,12,11,14,84,Central East
52,2020,E06000055,Bedford,Blood cancer,3,3,11,26,24,21,176,Central East
52,2020,E06000055,Bedford,Bowel,0,11,17,15,28,19,180,Central East
52,2020,E06000055,Bedford,Brain,1,3,7,8,5,5,58,Central East
52,2020,E06000055,Bedford,Head and neck,1,4,6,13,3,6,66,Central East
52,2020,E06000055,Bedford,Kidney,0,1,5,5,8,3,44,Central East
52,2020,E06000055,Bedford,Liver and biliary tract,0,1,3,2,8,7,42,Central East
52,2020,E06000055,Bedford,Lung,0,4,10,20,35,25,188,Central East
52,2020,E06000055,Bedford,Pancreas,0,0,1,4,5,11,42,Central East
52,2020,E06000055,Bedford,Skin cancer,1,39,66,108,217,221,1304,Central East
53,2020,E06000056,Central Bedfordshire,Bladder,0,2,5,21,29,24,162,Central East
53,2020,E06000056,Central Bedfordshire,Blood cancer,9,17,24,35,42,34,322,Central East
53,2020,E06000056,Central Bedfordshire,Bowel,0,15,26,37,53,62,386,Central East
53,2020,E06000056,Central Bedfordshire,Brain,3,6,11,10,9,7,92,Central East
53,2020,E06000056,Central Bedfordshire,Head and neck,0,2,12,10,12,5,82,Central East
53,2020,E06000056,Central Bedfordshire,Kidney,1,4,10,6,10,10,82,Central East
53,2020,E06000056,Central Bedfordshire,Liver and biliary tract,1,1,4,14,14,11,90,Central East
