fid,Year,Geography code,Geography name,Cancer Type,Age 00 to 24,Age 25 to 49,Age 50 to 59,Age 60 to 69,Age 70 to 79,Age 80 and over,Total Incidence,ICB
53,2020,E06000056,Central Bedfordshire,Lung,0,4,16,43,52,40,310,Central East
53,2020,E06000056,Central Bedfordshire,Pancreas,0,1,3,13,16,19,104,Central East
53,2020,E06000056,Central Bedfordshire,Skin cancer,3,50,112,156,344,318,1966,Central East
64,2020,E07000008,Cambridge,Bladder,0,0,6,8,10,11,70,Central East
64,2020,E07000008,Cambridge,Blood cancer,1,11,8,6,11,8,90,Central East
64,2020,E07000008,Cambridge,Bowel,0,6,8,7,18,13,104,Central East
64,2020,E07000008,Cambridge,Brain,2,12,2,1,2,1,40,Central East
64,2020,E07000008,Cambridge,Head and neck,0,3,4,8,3,3,42,Central East
64,2020,E07000008,Cambridge,Kidney,0,4,6,2,4,2,36,Central East
64,2020,E07000008,Cambridge,Liver and biliary tract,0,0,1,7,9,2,38,Central East
64,2020,E07000008,Cambridge,Lung,0,1,6,7,24,15,106,Central East
64,2020,E07000008,Cambridge,Pancreas,0,0,0,4,2,1,14,Central East
64,2020,E07000008,Cambridge,Skin cancer,2,28,41,57,110,102,680,Central East
65,2020,E07000009,East Cambridgeshire,Bladder,0,3,1,3,18,6,62,Central East
65,2020,E07000009,East Cambridgeshire,Blood cancer,1,6,3,11,17,16,108,Central East
65,2020,E07000009,East Cambridgeshire,Bowel,1,4,7,17,26,20,150,Central East
65,2020,E07000009,East Cambridgeshire,Brain,1,2,1,7,6,1,36,Central East
65,2020,E07000009,East Cambridgeshire,Head and neck,0,1,5,0,4,4,28,Central East
65,2020,E07000009,East Cambridgeshire,Kidney,0,3,3,5,7,7,50,Central East
65,2020,E07000009,East Cambridgeshire,Liver and biliary tract,0,0,0,1,3,2,12,Central East
65,2020,E07000009,East Cambridgeshire,Lung,0,0,3,12,29,23,134,Central East
65,2020,E07000009,East Cambridgeshire,Pancreas,0,1,1,4,5,4,30,Central East
65,2020,E07000009,East Cambridgeshire,Skin cancer,1,28,32,48,132,117,716,Central East
66,2020,E07000010,Fenland,Bladder,0,2,1,4,16,12,70,Central East
66,2020,E07000010,Fenland,Blood cancer,1,8,6,12,21,20,136,Central East
66,2020,E07000010,Fenland,Bowel,0,2,6,15,19,25,134,Central East
66,2020,E07000010,Fenland,Brain,1,2,6,3,5,3,40,Central East
66,2020,E07000010,Fenland,Head and neck,1,0,6,8,7,4,52,Central East
66,2020,E07000010,Fenland,Kidney,0,2,6,5,12,3,56,Central East
66,2020,E07000010,Fenland,Liver and biliary tract,0,1,0,2,3,4,20,Central East
66,2020,E07000010,Fenland,Lung,0,2,6,30,33,18,178,Central East
66,2020,E07000010,Fenland,Pancreas,0,1,2,4,11,5,46,Central East
66,2020,E07000010,Fenland,Skin cancer,0,17,20,58,135,130,720,Central East
67,2020,E07000011,Huntingdonshire,Bladder,0,4,5,6,22,14,102,Central East
67,2020,E07000011,Huntingdonshire,Blood cancer,6,9,10,19,39,23,212,Central East
67,2020,E07000011,Huntingdonshire,Bowel,0,5,12,34,36,32,238,Central East
67,2020,E07000011,Huntingdonshire,Brain,3,7,2,5,10,6,66,Central East
67,2020,E07000011,Huntingdonshire,Head and neck,0,0,8,6,6,4,48,Central East
67,2020,E07000011,Huntingdonshire,Kidney,1,1,10,12,8,7,78,Central East
67,2020,E07000011,Huntingdonshire,Liver and biliary tract,0,0,0,3,6,4,26,Central East
67,2020,E07000011,Huntingdonshire,Lung,0,4,10,28,47,35,248,Central East
67,2020,E07000011,Huntingdonshire,Pancreas,0,0,1,11,9,12,66,Central East
67,2020,E07000011,Huntingdonshire,Skin cancer,0,43,80,107,257,239,1452,Central East
68,2020,E07000012,South Cambridgeshire,Bladder,0,1,0,6,23,19,98,Central East
68,2020,E07000012,South Cambridgeshire,Blood cancer,9,8,10,16,39,34,232,Central East
68,2020,E07000012,South Cambridgeshire,Bowel,0,5,7,18,37,33,200,Central East
68,2020,E07000012,South Cambridgeshire,Brain,2,5,3,4,3,3,40,Central East
68,2020,E07000012,South Cambridgeshire,Head and neck,0,2,5,11,6,4,56,Central East
68,2020,E07000012,South Cambridgeshire,Kidney,1,1,6,11,5,6,60,Central East
68,2020,E07000012,South Cambridgeshire,Liver and biliary tract,0,0,2,4,4,7,34,Central East
68,2020,E07000012,South Cambridgeshire,Lung,0,2,9,12,31,29,166,Central East
68,2020,E07000012,South Cambridgeshire,Pancreas,0,3,3,4,15,5,60,Central East
68,2020,E07000012,South Cambridgeshire,Skin cancer,2,31,68,117,242,266,1452,Central East
90,2020,E07000066,Basildon,Bladder,0,3,9,3,14,23,104,Essex
90,2020,E07000066,Basildon,Blood cancer,11,8,11,21,37,29,234,Essex
90,2020,E07000066,Basildon,Bowel,0,6,11,30,22,29,196,Essex
90,2020,E07000066,Basildon,Brain,3,9,3,6,7,4,64,Essex
90,2020,E07000066,Basildon,Head and neck,0,2,8,9,8,6,66,Essex
90,2020,E07000066,Basildon,Kidney,0,4,12,9,6,5,72,Essex
90,2020,E07000066,Basildon,Liver and biliary tract,0,1,2,2,9,9,46,Essex
90,2020,E07000066,Basildon,Lung,0,1,10,33,35,46,250,Essex
90,2020,E07000066,Basildon,Pancreas,0,1,2,7,5,5,40,Essex
90,2020,E07000066,Basildon,Skin cancer,1,37,84,129,253,268,1544,Essex
91,2020,E07000067,Braintree,Bladder,0,0,2,10,22,20,108,Essex
91,2020,E07000067,Braintree,Blood cancer,1,9,9,21,35,24,198,Essex
91,2020,E07000067,Braintree,Bowel,0,8,15,16,27,32,196,Essex
91,2020,E07000067,Braintree,Brain,1,7,3,7,6,4,56,Essex
91,2020,E07000067,Braintree,Head and neck,0,2,2,8,7,2,42,Essex
91,2020,E07000067,Braintree,Kidney,0,1,4,11,15,7,76,Essex
91,2020,E07000067,Braintree,Liver and biliary tract,0,1,1,1,6,3,24,Essex
91,2020,E07000067,Braintree,Lung,0,1,7,14,41,19,164,Essex
91,2020,E07000067,Braintree,Pancreas,0,1,0,5,6,8,40,Essex
91,2020,E07000067,Braintree,Skin cancer,0,31,68,126,251,213,1378,Essex
92,2020,E07000068,Brentwood,Bladder,0,0,3,5,9,11,56,Essex
92,2020,E07000068,Brentwood,Blood cancer,2,3,7,14,19,12,114,Essex
92,2020,E07000068,Brentwood,Bowel,0,1,2,8,14,19,88,Essex
92,2020,E07000068,Brentwood,Brain,1,1,2,4,3,0,22,Essex
92,2020,E07000068,Brentwood,Head and neck,0,1,2,3,1,0,14,Essex
92,2020,E07000068,Brentwood,Kidney,0,1,3,7,4,2,34,Essex
92,2020,E07000068,Brentwood,Liver and biliary tract,0,0,2,3,2,3,20,Essex
92,2020,E07000068,Brentwood,Lung,0,1,6,8,14,19,96,Essex
92,2020,E07000068,Brentwood,Pancreas,0,1,0,3,7,5,32,Essex
92,2020,E07000068,Brentwood,Skin cancer,0,33,47,64,135,167,892,Essex
93,2020,E07000069,Castle Point,Bladder,0,0,1,5,20,21,94,Essex
93,2020,E07000069,Castle Point,Blood cancer,0,5,7,13,19,23,134,Essex
93,2020,E07000069,Castle Point,Bowel,0,1,3,19,21,19,126,Essex
93,2020,E07000069,Castle Point,Brain,1,3,3,0,2,7,32,Essex
93,2020,E07000069,Castle Point,Head and neck,0,1,5,3,3,4,32,Essex
93,2020,E07000069,Castle Point,Kidney,0,2,3,9,2,2,36,Essex
93,2020,E07000069,Castle Point,Liver and biliary tract,0,0,0,3,5,1,18,Essex
93,2020,E07000069,Castle Point,Lung,0,3,4,18,35,30,180,Essex
93,2020,E07000069,Castle Point,Pancreas,0,0,2,1,6,6,30,Essex
93,2020,E07000069,Castle Point,Skin cancer,1,30,33,88,167,201,1040,Essex
94,2020,E07000070,Chelmsford,Bladder,0,1,3,9,18,21,104,Essex
94,2020,E07000070,Chelmsford,Blood cancer,7,18,12,22,39,22,240,Essex
94,2020,E07000070,Chelmsford,Bowel,0,9,14,21,33,31,216,Essex
94,2020,E07000070,Chelmsford,Brain,2,3,1,5,7,4,44,Essex
94,2020,E07000070,Chelmsford,Head and neck,0,0,7,12,6,2,54,Essex
94,2020,E07000070,Chelmsford,Kidney,0,5,10,5,12,5,74,Essex
94,2020,E07000070,Chelmsford,Liver and biliary tract,0,0,2,2,7,8,38,Essex
94,2020,E07000070,Chelmsford,Lung,0,2,8,24,36,24,188,Essex
94,2020,E07000070,Chelmsford,Pancreas,0,1,3,4,14,10,64,Essex
94,2020,E07000070,Chelmsford,Skin cancer,0,53,110,137,298,329,1854,Essex
95,2020,E07000071,Colchester,Bladder,1,3,2,9,27,14,112,Essex
95,2020,E07000071,Colchester,Blood cancer,5,8,9,22,34,26,208,Essex
95,2020,E07000071,Colchester,Bowel,0,5,16,27,40,34,244,Essex
95,2020,E07000071,Colchester,Brain,1,6,4,5,2,1,38,Essex
95,2020,E07000071,Colchester,Head and neck,0,2,6,6,10,2,52,Essex
95,2020,E07000071,Colchester,Kidney,0,1,8,6,3,3,42,Essex
95,2020,E07000071,Colchester,Liver and biliary tract,0,1,2,3,3,7,32,Essex
95,2020,E07000071,Colchester,Lung,1,2,8,24,42,35,224,Essex
95,2020,E07000071,Colchester,Pancreas,0,1,3,3,15,10,64,Essex
95,2020,E07000071,Colchester,Skin cancer,2,36,72,119,280,292,1602,Essex
96,2020,E07000072,Epping Forest,Bladder,0,1,2,9,12,10,68,Essex
96,2020,E07000072,Epping Forest,Blood cancer,1,4,6,13,19,23,132,Essex
96,2020,E07000072,Epping Forest,Bowel,0,8,6,11,24,33,164,Essex
96,2020,E07000072,Epping Forest,Brain,1,6,1,2,6,0,32,Essex
96,2020,E07000072,Epping Forest,Head and neck,0,5,4,4,8,3,48,Essex
96,2020,E07000072,Epping Forest,Kidney,0,2,5,4,4,0,30,Essex
96,2020,E07000072,Epping Forest,Liver and biliary tract,0,1,0,2,11,4,36,Essex
96,2020,E07000072,Epping Forest,Lung,0,1,7,22,29,24,166,Essex
96,2020,E07000072,Epping Forest,Pancreas,0,1,2,5,6,7,42,Essex
96,2020,E07000072,Epping Forest,Skin cancer,1,24,48,82,140,182,954,Essex
97,2020,E07000073,Harlow,Bladder,0,1,1,4,10,7,46,Essex
97,2020,E07000073,Harlow,Blood cancer,1,7,8,9,15,15,110,Essex
97,2020,E07000073,Harlow,Bowel,0,1,5,15,7,13,82,Essex
97,2020,E07000073,Harlow,Brain,1,3,1,3,4,2,28,Essex
97,2020,E07000073,Harlow,Head and neck,0,5,1,10,3,1,40,Essex
97,2020,E07000073,Harlow,Kidney,0,4,4,2,5,2,34,Essex
97,2020,E07000073,Harlow,Liver and biliary tract,0,1,1,3,1,3,18,Essex
97,2020,E07000073,Harlow,Lung,0,2,3,9,27,15,112,Essex
97,2020,E07000073,Harlow,Pancreas,0,0,3,2,1,4,20,Essex
97,2020,E07000073,Harlow,Skin cancer,0,14,25,40,78,89,492,Essex
98,2020,E07000074,Maldon,Bladder,0,0,5,3,9,6,46,Essex
98,2020,E07000074,Maldon,Blood cancer,3,4,5,13,22,7,108,Essex
98,2020,E07000074,Maldon,Bowel,0,4,10,16,16,15,122,Essex
98,2020,E07000074,Maldon,Brain,0,1,1,1,5,2,20,Essex
98,2020,E07000074,Maldon,Head and neck,0,0,1,2,5,2,20,Essex
98,2020,E07000074,Maldon,Kidney,0,1,1,4,6,3,30,Essex
98,2020,E07000074,Maldon,Liver and biliary tract,0,1,2,1,8,4,32,Essex
98,2020,E07000074,Maldon,Lung,0,1,0,8,24,12,90,Essex
98,2020,E07000074,Maldon,Pancreas,0,0,2,1,3,2,16,Essex
98,2020,E07000074,Maldon,Skin cancer,0,11,38,76,133,137,790,Essex
99,2020,E07000075,Rochford,Bladder,0,1,1,3,16,15,72,Essex
99,2020,E07000075,Rochford,Blood cancer,0,9,6,4,21,18,116,Essex
99,2020,E07000075,Rochford,Bowel,0,2,10,13,14,21,120,Essex
99,2020,E07000075,Rochford,Brain,0,4,4,2,3,3,32,Essex
99,2020,E07000075,Rochford,Head and neck,0,1,2,3,4,1,22,Essex
99,2020,E07000075,Rochford,Kidney,0,2,1,4,5,4,32,Essex
99,2020,E07000075,Rochford,Liver and biliary tract,0,1,0,2,7,5,30,Essex
99,2020,E07000075,Rochford,Lung,0,0,3,13,26,14,112,Essex
99,2020,E07000075,Rochford,Pancreas,0,0,3,3,6,5,34,Essex
99,2020,E07000075,Rochford,Skin cancer,0,16,50,67,167,174,948,Essex
100,2020,E07000076,Tendring,Bladder,0,2,3,19,24,24,144,Essex
100,2020,E07000076,Tendring,Blood cancer,7,6,13,19,41,38,248,Essex
100,2020,E07000076,Tendring,Bowel,0,8,15,32,48,53,312,Essex
100,2020,E07000076,Tendring,Brain,0,5,1,4,10,5,50,Essex
100,2020,E07000076,Tendring,Head and neck,0,1,12,11,13,6,86,Essex
100,2020,E07000076,Tendring,Kidney,0,0,2,9,15,5,62,Essex
100,2020,E07000076,Tendring,Liver and biliary tract,0,0,3,6,13,8,60,Essex
100,2020,E07000076,Tendring,Lung,0,1,9,30,80,59,358,Essex
100,2020,E07000076,Tendring,Pancreas,0,1,2,7,15,15,80,Essex
100,2020,E07000076,Tendring,Skin cancer,0,33,62,132,351,380,1916,Essex
101,2020,E07000077,Uttlesford,Bladder,0,0,3,3,11,7,48,Essex
101,2020,E07000077,Uttlesford,Blood cancer,3,5,10,14,18,12,124,Essex
101,2020,E07000077,Uttlesford,Bowel,0,2,7,14,18,22,126,Essex
101,2020,E07000077,Uttlesford,Brain,2,0,3,3,1,3,24,Essex
101,2020,E07000077,Uttlesford,Head and neck,0,1,5,3,4,3,32,Essex
101,2020,E07000077,Uttlesford,Kidney,0,2,4,2,4,2,28,Essex
101,2020,E07000077,Uttlesford,Liver and biliary tract,0,1,0,2,3,4,20,Essex
101,2020,E07000077,Uttlesford,Lung,0,1,4,9,17,8,78,Essex
101,2020,E07000077,Uttlesford,Pancreas,0,1,1,0,4,4,20,Essex
101,2020,E07000077,Uttlesford,Skin cancer,0,23,41,75,149,133,842,Essex
119,2020,E07000095,Broxbourne,Bladder,0,2,4,8,5,10,58,Central East
119,2020,E07000095,Broxbourne,Blood cancer,2,2,8,11,19,16,116,Central East
119,2020,E07000095,Broxbourne,Bowel,0,4,13,12,19,14,124,Central East
119,2020,E07000095,Broxbourne,Brain,1,2,2,4,3,0,24,Central East
119,2020,E07000095,Broxbourne,Head and neck,1,0,4,3,0,5,26,Central East
119,2020,E07000095,Broxbourne,Kidney,0,1,2,5,8,3,38,Central East
119,2020,E07000095,Broxbourne,Liver and biliary tract,0,1,1,3,4,1,20,Central East
119,2020,E07000095,Broxbourne,Lung,0,0,6,11,22,20,118,Central East
119,2020,E07000095,Broxbourne,Pancreas,0,0,0,3,8,6,34,Central East
119,2020,E07000095,Broxbourne,Skin cancer,0,17,30,58,100,143,696,Central East
120,2020,E07000096,Dacorum,Bladder,0,0,4,8,16,17,90,Central East
120,2020,E07000096,Dacorum,Blood cancer,7,10,8,17,23,17,164,Central East
120,2020,E07000096,Dacorum,Bowel,0,2,9,22,35,25,186,Central East
120,2020,E07000096,Dacorum,Brain,0,5,3,4,8,3,46,Central East
120,2020,E07000096,Dacorum,Head and neck,2,4,2,7,8,1,48,Central East
120,2020,E07000096,Dacorum,Kidney,0,0,4,3,7,6,40,Central East
120,2020,E07000096,Dacorum,Liver and biliary tract,0,1,1,2,12,3,38,Central East
120,2020,E07000096,Dacorum,Lung,0,3,7,18,23,19,140,Central East
120,2020,E07000096,Dacorum,Pancreas,0,2,1,7,6,5,42,Central East
120,2020,E07000096,Dacorum,Skin cancer,0,26,51,94,200,220,1182,Central East
121,2020,E07000098,Hertsmere,Bladder,0,1,4,4,11,15,70,Central East
121,2020,E07000098,Hertsmere,Blood cancer,4,6,7,17,17,21,144,Central East
121,2020,E07000098,Hertsmere,Bowel,0,7,4,12,12,26,122,Central East
121,2020,E07000098,Hertsmere,Brain,2,2,9,6,7,6,64,Central East
121,2020,E07000098,Hertsmere,Head and neck,0,0,1,5,9,1,32,Central East
121,2020,E07000098,Hertsmere,Kidney,0,2,2,3,6,3,32,Central East
121,2020,E07000098,Hertsmere,Liver and biliary tract,0,0,1,2,6,3,24,Central East
121,2020,E07000098,Hertsmere,Lung,0,1,5,13,23,24,132,Central East
121,2020,E07000098,Hertsmere,Pancreas,0,1,4,3,5,9,44,Central East
121,2020,E07000098,Hertsmere,Skin cancer,0,17,37,57,105,120,672,Central East
122,2020,E07000099,North Hertfordshire,Bladder,0,1,5,12,11,16,90,Central East
122,2020,E07000099,North Hertfordshire,Blood cancer,6,7,11,10,29,33,192,Central East
122,2020,E07000099,North Hertfordshire,Bowel,0,6,10,17,34,24,182,Central East
122,2020,E07000099,North Hertfordshire,Brain,2,4,4,6,6,6,56,Central East
122,2020,E07000099,North Hertfordshire,Head and neck,0,1,4,5,5,2,34,Central East
122,2020,E07000099,North Hertfordshire,Kidney,1,2,2,5,4,1,30,Central East
122,2020,E07000099,North Hertfordshire,Liver and biliary tract,0,1,1,6,3,7,36,Central East
122,2020,E07000099,North Hertfordshire,Lung,0,3,6,14,30,18,142,Central East
122,2020,E07000099,North Hertfordshire,Pancreas,0,0,2,3,8,7,40,Central East
122,2020,E07000099,North Hertfordshire,Skin cancer,0,33,50,87,151,156,954,Central East
123,2020,E07000102,Three Rivers,Bladder,0,1,2,6,9,13,62,Central East
123,2020,E07000102,Three Rivers,Blood cancer,3,5,10,11,22,15,132,Central East
123,2020,E07000102,Three Rivers,Bowel,0,0,6,18,17,16,114,Central East
123,2020,E07000102,Three Rivers,Brain,0,1,3,2,4,1,22,Central East
123,2020,E07000102,Three Rivers,Head and neck,0,2,6,5,3,1,34,Central East
123,2020,E07000102,Three Rivers,Kidney,0,1,0,2,2,1,12,Central East
123,2020,E07000102,Three Rivers,Liver and biliary tract,0,0,0,1,2,3,12,Central East
123,2020,E07000102,Three Rivers,Lung,0,0,2,13,15,18,96,Central East
123,2020,E07000102,Three Rivers,Pancreas,0,0,1,1,3,3,16,Central East
123,2020,E07000102,Three Rivers,Skin cancer,0,17,41,52,115,140,730,Central East
124,2020,E07000103,Watford,Bladder,0,0,4,3,6,6,38,Central East
124,2020,E07000103,Watford,Blood cancer,4,3,5,8,14,11,90,Central East
124,2020,E07000103,Watford,Bowel,0,4,4,11,20,13,104,Central East
124,2020,E07000103,Watford,Brain,1,6,4,1,1,0,26,Central East
124,2020,E07000103,Watford,Head and neck,0,3,4,5,2,0,28,Central East
124,2020,E07000103,Watford,Kidney,0,4,6,8,3,1,44,Central East
124,2020,E07000103,Watford,Liver and biliary tract,0,1,2,0,1,1,10,Central East
124,2020,E07000103,Watford,Lung,0,4,1,9,12,8,68,Central East
124,2020,E07000103,Watford,Pancreas,0,0,0,6,5,5,32,Central East
124,2020,E07000103,Watford,Skin cancer,0,10,31,29,64,88,444,Central East
163,2020,E07000143,Breckland,Bladder,0,0,2,4,23,17,92,Norfolk and Suffolk
163,2020,E07000143,Breckland,Blood cancer,4,5,16,20,29,28,204,Norfolk and Suffolk
163,2020,E07000143,Breckland,Bowel,0,7,6,30,38,36,234,Norfolk and Suffolk
163,2020,E07000143,Breckland,Brain,3,5,3,6,10,7,68,Norfolk and Suffolk
163,2020,E07000143,Breckland,Head and neck,0,3,2,7,5,5,44,Norfolk and Suffolk
163,2020,E07000143,Breckland,Kidney,0,1,3,8,8,8,56,Norfolk and Suffolk
163,2020,E07000143,Breckland,Liver and biliary tract,0,0,2,4,9,5,40,Norfolk and Suffolk
163,2020,E07000143,Breckland,Lung,1,1,8,16,48,37,222,Norfolk and Suffolk
163,2020,E07000143,Breckland,Pancreas,0,1,5,2,14,5,54,Norfolk and Suffolk
163,2020,E07000143,Breckland,Skin cancer,0,21,36,84,194,183,1036,Norfolk and Suffolk
164,2020,E07000144,Broadland,Bladder,0,2,2,12,10,14,80,Norfolk and Suffolk
164,2020,E07000144,Broadland,Blood cancer,3,5,10,22,28,30,196,Norfolk and Suffolk
164,2020,E07000144,Broadland,Bowel,0,3,12,16,45,39,230,Norfolk and Suffolk
164,2020,E07000144,Broadland,Brain,0,7,0,4,10,5,52,Norfolk and Suffolk
164,2020,E07000144,Broadland,Head and neck,0,3,5,2,9,5,48,Norfolk and Suffolk
164,2020,E07000144,Broadland,Kidney,0,3,2,2,6,6,38,Norfolk and Suffolk
164,2020,E07000144,Broadland,Liver and biliary tract,1,0,1,3,7,6,36,Norfolk and Suffolk
164,2020,E07000144,Broadland,Lung,0,1,8,22,28,24,166,Norfolk and Suffolk
164,2020,E07000144,Broadland,Pancreas,0,0,4,3,13,9,58,Norfolk and Suffolk
164,2020,E07000144,Broadland,Skin cancer,0,33,47,76,171,177,1008,Norfolk and Suffolk
165,2020,E07000145,Great Yarmouth,Bladder,0,0,1,6,14,6,54,Norfolk and Suffolk
165,2020,E07000145,Great Yarmouth,Blood cancer,1,6,3,17,24,10,122,Norfolk and Suffolk
165,2020,E07000145,Great Yarmouth,Bowel,0,3,11,13,29,25,162,Norfolk and Suffolk
165,2020,E07000145,Great Yarmouth,Brain,0,3,4,4,4,3,36,Norfolk and Suffolk
165,2020,E07000145,Great Yarmouth,Head and neck,1,2,8,6,7,2,52,Norfolk and Suffolk
165,2020,E07000145,Great Yarmouth,Kidney,1,0,5,3,5,6,40,Norfolk and Suffolk
165,2020,E07000145,Great Yarmouth,Liver and biliary tract,0,0,1,5,9,8,46,Norfolk and Suffolk
165,2020,E07000145,Great Yarmouth,Lung,0,1,17,26,45,13,204,Norfolk and Suffolk
165,2020,E07000145,Great Yarmouth,Pancreas,0,0,1,10,5,2,36,Norfolk and Suffolk
165,2020,E07000145,Great Yarmouth,Skin cancer,2,17,35,47,113,144,716,Norfolk and Suffolk
166,2020,E07000146,King's Lynn and West Norfolk,Bladder,0,5,3,6,31,21,132,Norfolk and Suffolk
166,2020,E07000146,King's Lynn and West Norfolk,Blood cancer,4,3,10,20,32,32,202,Norfolk and Suffolk
166,2020,E07000146,King's Lynn and West Norfolk,Bowel,0,5,10,27,44,44,260,Norfolk and Suffolk
166,2020,E07000146,King's Lynn and West Norfolk,Brain,2,7,2,3,3,5,44,Norfolk and Suffolk
166,2020,E07000146,King's Lynn and West Norfolk,Head and neck,0,1,11,8,14,5,78,Norfolk and Suffolk
166,2020,E07000146,King's Lynn and West Norfolk,Kidney,0,2,4,4,10,9,58,Norfolk and Suffolk
166,2020,E07000146,King's Lynn and West Norfolk,Liver and biliary tract,0,0,2,5,7,4,36,Norfolk and Suffolk
166,2020,E07000146,King's Lynn and West Norfolk,Lung,0,4,8,28,45,53,276,Norfolk and Suffolk
166,2020,E07000146,King's Lynn and West Norfolk,Pancreas,0,2,6,6,11,12,74,Norfolk and Suffolk
166,2020,E07000146,King's Lynn and West Norfolk,Skin cancer,1,26,49,91,251,286,1408,Norfolk and Suffolk
167,2020,E07000147,North Norfolk,Bladder,0,0,1,12,27,16,112,Norfolk and Suffolk
167,2020,E07000147,North Norfolk,Blood cancer,2,8,7,17,48,18,200,Norfolk and Suffolk
167,2020,E07000147,North Norfolk,Bowel,0,1,8,13,33,41,192,Norfolk and Suffolk
167,2020,E07000147,North Norfolk,Brain,1,2,3,4,9,5,48,Norfolk and Suffolk
167,2020,E07000147,North Norfolk,Head and neck,0,1,7,5,5,5,46,Norfolk and Suffolk
167,2020,E07000147,North Norfolk,Kidney,0,1,4,3,11,6,50,Norfolk and Suffolk
167,2020,E07000147,North Norfolk,Liver and biliary tract,0,1,2,4,10,9,52,Norfolk and Suffolk
167,2020,E07000147,North Norfolk,Lung,0,3,7,23,29,32,188,Norfolk and Suffolk
167,2020,E07000147,North Norfolk,Pancreas,0,2,4,4,17,7,68,Norfolk and Suffolk
167,2020,E07000147,North Norfolk,Skin cancer,0,13,24,73,162,195,934,Norfolk and Suffolk
168,2020,E07000148,Norwich,Bladder,1,1,3,3,9,19,72,Norfolk and Suffolk
168,2020,E07000148,Norwich,Blood cancer,4,4,5,9,22,21,130,Norfolk and Suffolk
168,2020,E07000148,Norwich,Bowel,0,6,11,18,22,16,146,Norfolk and Suffolk
168,2020,E07000148,Norwich,Brain,2,7,6,3,3,5,52,Norfolk and Suffolk
168,2020,E07000148,Norwich,Head and neck,0,4,7,12,5,1,58,Norfolk and Suffolk
168,2020,E07000148,Norwich,Kidney,2,0,1,3,7,4,34,Norfolk and Suffolk
168,2020,E07000148,Norwich,Liver and biliary tract,0,2,1,5,7,5,40,Norfolk and Suffolk
168,2020,E07000148,Norwich,Lung,0,3,11,25,26,15,160,Norfolk and Suffolk
168,2020,E07000148,Norwich,Pancreas,0,2,1,3,6,10,44,Norfolk and Suffolk
168,2020,E07000148,Norwich,Skin cancer,0,14,34,43,101,117,618,Norfolk and Suffolk
169,2020,E07000149,South Norfolk,Bladder,0,1,6,12,32,18,138,Norfolk and Suffolk
169,2020,E07000149,South Norfolk,Blood cancer,4,1,9,20,41,31,212,Norfolk and Suffolk
169,2020,E07000149,South Norfolk,Bowel,0,2,9,14,37,42,208,Norfolk and Suffolk
169,2020,E07000149,South Norfolk,Brain,1,4,5,3,10,5,56,Norfolk and Suffolk
169,2020,E07000149,South Norfolk,Head and neck,0,4,5,4,8,1,44,Norfolk and Suffolk
169,2020,E07000149,South Norfolk,Kidney,0,0,3,13,8,5,58,Norfolk and Suffolk
169,2020,E07000149,South Norfolk,Liver and biliary tract,0,0,1,0,12,4,34,Norfolk and Suffolk
169,2020,E07000149,South Norfolk,Lung,0,1,4,13,31,24,146,Norfolk and Suffolk
169,2020,E07000149,South Norfolk,Pancreas,0,0,3,2,9,9,46,Norfolk and Suffolk
169,2020,E07000149,South Norfolk,Skin cancer,0,18,52,75,189,189,1046,Norfolk and Suffolk
190,2020,E07000200,Babergh,Bladder,0,1,1,8,17,18,90,Norfolk and Suffolk
190,2020,E07000200,Babergh,Blood cancer,1,2,7,13,23,22,136,Norfolk and Suffolk
190,2020,E07000200,Babergh,Bowel,0,1,6,18,28,27,160,Norfolk and Suffolk
190,2020,E07000200,Babergh,Brain,2,0,5,1,8,4,40,Norfolk and Suffolk
190,2020,E07000200,Babergh,Head and neck,0,0,2,4,6,4,32,Norfolk and Suffolk
190,2020,E07000200,Babergh,Kidney,0,1,0,4,6,5,32,Norfolk and Suffolk
