"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Missing","Breast","All Breast","253","Non-standardised","16.8","14.8","19",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Missing","Breast","All Breast","253","Age-gender-standardised","16.4","14.4","18.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Stage 1 & 2","Breast","All Breast","1035","Non-standardised","68.7","64.6","73",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Stage 1 & 2","Breast","All Breast","1035","Age-gender-standardised","68.5","64.4","72.8",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Stage 3 & 4","Breast","All Breast","157","Non-standardised","10.4","8.9","12.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Stage 3 & 4","Breast","All Breast","157","Age-gender-standardised","10.2","8.7","12",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Unstageable","Breast","All Breast","1","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Unstageable","Breast","All Breast","1","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Missing","Lung","All Lung","166","Non-standardised","11","9.4","12.8",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Missing","Lung","All Lung","166","Age-gender-standardised","12","10.2","14",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Stage 1 & 2","Lung","All Lung","229","Non-standardised","15.2","13.3","17.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Stage 1 & 2","Lung","All Lung","229","Age-gender-standardised","16.1","14.1","18.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Stage 3 & 4","Lung","All Lung","545","Non-standardised","36.2","33.2","39.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Stage 3 & 4","Lung","All Lung","545","Age-gender-standardised","39.1","35.9","42.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Unstageable","Lung","All Lung","1","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000025","NHS Hertfordshire and West Essex Integrated Care Board","All quintiles","Unstageable","Lung","All Lung","1","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","0","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Colon","0","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","0","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectum","0","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Breast","All Breast","2","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","All Lung","2","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","2","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","0","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","11","Non-standardised","3.2","1.6","5.7",NA
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","4","Non-standardised","1.2","0.3","3",NA
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","3","Non-standardised","0.9","0.2","2.5",NA
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","1","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","00 to 24","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","3","Non-standardised","0.9","0.2","2.5",NA
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","49","Non-standardised","12.6","9.3","16.6",NA
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Colon","33","Non-standardised","8.5","5.8","11.9",NA
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","2","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectum","14","Non-standardised","3.6","2","6",NA
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Breast","All Breast","172","Non-standardised","44.1","37.7","51.2",NA
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","All Lung","18","Non-standardised","4.6","2.7","7.3",NA
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","17","Non-standardised","4.4","2.5","7",NA
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","1","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","332","Non-standardised","85","76.1","94.7",NA
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","262","Non-standardised","67.1","59.2","75.7",NA
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","46","Non-standardised","11.8","8.6","15.7",NA
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","6","Non-standardised","1.5","0.6","3.3",NA
"2022","Persons","25 to 49","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","18","Non-standardised","4.6","2.7","7.3",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","93","Non-standardised","55.5","44.8","67.9",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Colon","55","Non-standardised","32.8","24.7","42.7",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","10","Non-standardised","6","2.9","11",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectum","28","Non-standardised","16.7","11.1","24.1",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Breast","All Breast","258","Non-standardised","153.9","135.7","173.8",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","All Lung","68","Non-standardised","40.6","31.5","51.4",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","60","Non-standardised","35.8","27.3","46.1",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","8","Non-standardised","4.8","2.1","9.4",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","659","Non-standardised","393","363.6","424.2",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","531","Non-standardised","316.7","290.3","344.8",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","68","Non-standardised","40.6","31.5","51.4",NA
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","1","Non-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","50 to 59","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","59","Non-standardised","35.2","26.8","45.4",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","189","Non-standardised","143.8","124","165.8",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Colon","109","Non-standardised","82.9","68.1","100",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","10","Non-standardised","7.6","3.6","14",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectum","70","Non-standardised","53.2","41.5","67.3",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Breast","All Breast","234","Non-standardised","178","155.9","202.3",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","All Lung","151","Non-standardised","114.9","97.3","134.7",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","142","Non-standardised","108","91","127.3",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","9","Non-standardised","6.8","3.1","13",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","1073","Non-standardised","816.2","768.1","866.5",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","894","Non-standardised","680","636.2","726.1",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","77","Non-standardised","58.6","46.2","73.2",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","4","Non-standardised","3","0.8","7.8",NA
"2022","Persons","60 to 69","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","98","Non-standardised","74.5","60.5","90.8",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","260","Non-standardised","232.5","205.1","262.6",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Colon","188","Non-standardised","168.1","145","194",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","10","Non-standardised","8.9","4.3","16.4",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectum","62","Non-standardised","55.5","42.5","71.1",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Breast","All Breast","268","Non-standardised","239.7","211.9","270.2",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","All Lung","314","Non-standardised","280.8","250.6","313.7",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","282","Non-standardised","252.2","223.6","283.4",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","32","Non-standardised","28.6","19.6","40.4",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","2189","Non-standardised","1957.8","1876.6","2041.6",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","1732","Non-standardised","1549.1","1477","1623.8",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","113","Non-standardised","101.1","83.3","121.5",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","10","Non-standardised","8.9","4.3","16.4",NA
"2022","Persons","70 to 79","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","334","Non-standardised","298.7","267.5","332.5",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","270","Non-standardised","421.1","372.3","474.4",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Colon","211","Non-standardised","329","286.1","376.6",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","17","Non-standardised","26.5","15.4","42.4",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectum","42","Non-standardised","65.5","47.2","88.5",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Breast","All Breast","173","Non-standardised","269.8","231.1","313.1",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","All Lung","262","Non-standardised","408.6","360.6","461.2",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","251","Non-standardised","391.4","344.5","443",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","11","Non-standardised","17.2","8.6","30.7",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","2200","Non-standardised","3430.8","3288.9","3577.2",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","1524","Non-standardised","2376.6","2258.8","2499",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","81","Non-standardised","126.3","100.3","157",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","13","Non-standardised","20.3","10.8","34.7",NA
"2022","Persons","80 and over","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","582","Non-standardised","907.6","835.4","984.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Colon","596","Non-standardised","49.3","45.4","53.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Colon","596","Age-gender-standardised","48.8","45","53",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","49","Non-standardised","4.1","3","5.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectosigmoid junction","49","Age-gender-standardised","4","3","5.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectum","216","Non-standardised","17.9","15.6","20.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","Rectum","216","Age-gender-standardised","18.3","15.9","20.9",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","754","Non-standardised","62.3","58","67",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Non-small cell lung cancer","754","Age-gender-standardised","62.1","57.7","66.7",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","61","Non-standardised","5","3.9","6.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","Small cell lung cancer","61","Age-gender-standardised","4.9","3.7","6.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","4947","Non-standardised","409.1","397.7","420.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","BCC","4947","Age-gender-standardised","413.9","402.3","425.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","388","Non-standardised","32.1","29","35.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Melanoma","388","Age-gender-standardised","32.1","29","35.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","35","Non-standardised","2.9","2","4",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","Rare","35","Age-gender-standardised","3","2.1","4.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","1094","Non-standardised","90.5","85.2","96",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","cSCC","1094","Age-gender-standardised","93.6","88.1","99.4",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","861","Non-standardised","71.2","66.5","76.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Bowel","All Bowel","861","Age-gender-standardised","71.1","66.4","76.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Breast","All Breast","1107","Non-standardised","91.5","86.2","97.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Breast","All Breast","1107","Age-gender-standardised","86.5","81.4","91.8",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","All Lung","815","Non-standardised","67.4","62.8","72.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Lung","All Lung","815","Age-gender-standardised","67","62.4","71.8",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","6464","Non-standardised","534.5","521.5","547.7",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","All stages","Skin cancer","All Skin cancer","6464","Age-gender-standardised","542.6","529.3","556.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Bowel","Colon","116","Non-standardised","9.6","7.9","11.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Bowel","Colon","116","Age-gender-standardised","9.6","7.9","11.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Bowel","Rectosigmoid junction","14","Non-standardised","1.2","0.6","1.9",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Bowel","Rectosigmoid junction","14","Age-gender-standardised","1.1","0.6","1.9","[note1]"
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Bowel","Rectum","37","Non-standardised","3.1","2.2","4.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Bowel","Rectum","37","Age-gender-standardised","3.1","2.2","4.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Lung","Non-small cell lung cancer","83","Non-standardised","6.9","5.5","8.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Lung","Non-small cell lung cancer","83","Age-gender-standardised","6.9","5.5","8.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Lung","Small cell lung cancer","5","Non-standardised","0.4","0.1","1",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Lung","Small cell lung cancer","5","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Skin cancer","Melanoma","153","Non-standardised","12.7","10.7","14.8",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Skin cancer","Melanoma","153","Age-gender-standardised","12.5","10.6","14.7",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Skin cancer","Rare","19","Non-standardised","1.6","0.9","2.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Missing","Skin cancer","Rare","19","Age-gender-standardised","1.7","1","2.6","[note1]"
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Colon","207","Non-standardised","17.1","14.9","19.6",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Colon","207","Age-gender-standardised","17","14.7","19.5",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Rectosigmoid junction","13","Non-standardised","1.1","0.6","1.8",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Rectosigmoid junction","13","Age-gender-standardised","1.1","0.6","1.9","[note1]"
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Rectum","88","Non-standardised","7.3","5.8","9",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Bowel","Rectum","88","Age-gender-standardised","7.5","6","9.3",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Lung","Non-small cell lung cancer","236","Non-standardised","19.5","17.1","22.2",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Lung","Non-small cell lung cancer","236","Age-gender-standardised","19.4","17","22.1",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Lung","Small cell lung cancer","5","Non-standardised","0.4","0.1","1",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Lung","Small cell lung cancer","5","Age-gender-standardised","[u]","[u]","[u]","[note2]"
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Skin cancer","Melanoma","187","Non-standardised","15.5","13.3","17.8",NA
"2022","Persons","All ages","Integrated Care Board","E54000026","NHS Mid and South Essex Integrated Care Board","All quintiles","Stage 1 & 2","Skin cancer","Melanoma","187","Age-gender-standardised","15.5","13.3","17.9",NA
